"AtBat","Hits","HmRun","Runs","RBI","Walks","Years","CAtBat","CHits","CHmRun","CRuns","CRBI","CWalks","League","Division","PutOuts","Assists","Errors","Salary","NewLeague"
235,129,12,56,32,7,12,1968,895,30,379,435,95,"N","E",97,283,9,NA,"A"
236,101,4,71,59,56,7,1506,44,1,50,383,431,"N","E",278,0,6,100,"N"
212,46,8,69,36,71,13,1770,1222,67,775,430,66,"A","E",237,39,25,90,"N"
424,73,4,48,24,33,5,3146,209,23,201,138,218,"N","E",1236,6,10,140,"N"
599,211,5,70,36,17,9,948,299,35,698,108,204,"A","E",810,0,6,110,"A"
225,168,27,33,63,52,19,233,566,25,746,324,653,"N","W",286,177,11,875,"N"
328,45,13,35,51,30,6,1325,1543,42,30,273,184,"A","E",523,104,6,NA,"N"
205,145,18,42,53,3,2,3210,160,83,156,1050,191,"N","E",1045,257,7,70,"A"
160,56,0,23,16,30,7,1928,2510,38,207,48,308,"N","E",274,84,4,900,"N"
227,144,11,107,46,30,2,450,1133,3,3,458,36,"A","W",200,35,10,657,"A"
278,66,9,32,53,56,3,5150,1647,24,39,328,136,"N","E",145,156,8,105,"N"
415,55,13,21,36,21,18,4933,939,83,369,252,20,"N","W",209,46,9,2127.333,"A"
359,160,1,35,113,38,6,2482,408,14,27,589,478,"A","E",692,8,3,247.5,"A"
589,117,7,42,26,44,10,1313,698,305,262,179,241,"N","E",1222,7,14,90,"N"
413,69,20,20,20,22,2,293,123,3,117,230,68,"N","W",1218,439,25,1043.333,"N"
466,102,6,35,32,47,3,2358,1615,6,198,483,87,"A","W",325,7,29,480,"N"
221,101,5,77,61,38,10,1085,231,58,18,154,44,"A","E",145,2,14,NA,"A"
438,66,2,32,23,48,6,5348,42,77,106,321,666,"N","E",280,16,14,172,"N"
459,84,13,47,31,13,12,3327,1000,24,181,75,11,"N","W",153,55,23,225,"N"
472,140,9,73,30,36,13,773,1330,116,444,75,195,"N","E",28,15,9,250,"N"
625,61,8,67,41,19,17,3118,821,77,20,1050,52,"N","E",697,13,0,420,"N"
565,120,10,72,28,75,11,6521,462,46,901,383,600,"A","E",118,38,5,250,"N"
593,44,1,65,47,61,10,961,34,3,6,163,478,"N","E",251,7,16,215,"N"
405,131,0,33,101,65,10,639,771,90,545,321,80,"N","E",352,108,6,750,"N"
313,132,9,32,10,39,2,5562,1193,126,216,299,274,"A","E",53,9,10,1008.333,"N"
441,110,12,23,51,30,4,4484,228,50,224,462,18,"N","W",351,221,16,NA,"A"
172,52,13,54,53,30,10,279,286,100,102,249,204,"A","W",142,0,9,NA,"A"
33,110,6,19,45,1,4,593,244,62,335,827,414,"N","E",533,9,25,NA,"A"
557,154,17,90,48,97,13,279,4,36,266,342,187,"A","W",533,65,0,325,"A"
475,39,1,21,54,21,12,159,180,153,335,96,150,"N","W",732,6,2,773.333,"A"
244,163,4,72,36,33,4,5134,170,23,244,955,82,"N","E",446,46,4,517.143,"A"
208,53,5,14,94,24,5,4405,2402,102,315,39,309,"N","W",310,292,0,500,"N"
205,46,4,69,86,35,8,4408,1077,27,747,82,239,"N","W",69,3,5,NA,"N"
309,76,7,50,60,32,1,2223,58,1,376,185,708,"N","E",1199,0,9,NA,"N"
420,53,22,61,72,12,12,1038,66,13,123,55,666,"A","W",325,9,13,1500,"N"
216,77,4,30,17,22,18,4139,308,14,59,103,193,"A","W",67,439,11,67.5,"N"
462,76,2,92,21,18,3,244,50,97,87,1234,12,"A","W",1236,17,9,587.5,"A"
589,130,7,48,53,22,6,216,1051,14,258,149,495,"N","W",59,82,6,NA,"A"
387,114,16,32,34,43,9,1516,151,7,67,173,28,"A","E",87,61,8,125,"N"
466,34,23,35,43,21,1,4677,53,25,67,491,256,"A","E",756,292,10,NA,"A"
586,73,23,19,37,90,5,7546,1069,0,195,268,166,"N","E",250,8,15,1861.46,"A"
24,117,0,55,56,73,3,1506,13,43,99,1032,39,"A","E",276,12,8,1000,"N"
528,81,1,77,29,44,16,3148,1169,75,335,325,63,"N","W",42,113,11,595,"A"
338,96,2,77,44,41,15,696,476,268,730,36,161,"A","E",211,381,18,NA,"A"
413,160,10,31,41,21,12,3573,457,58,935,343,155,"A","E",351,57,25,125,"A"
594,146,16,44,45,8,5,7761,397,32,117,4,296,"N","E",0,108,10,195,"A"
625,113,15,62,22,53,5,630,187,54,906,430,39,"A","W",276,19,2,587.5,"A"
216,152,10,69,53,47,4,215,686,0,116,47,189,"A","W",426,4,4,580,"N"
593,103,7,69,71,43,6,549,928,384,1104,95,91,"A","E",73,19,10,120,"N"
155,120,1,28,19,30,3,5628,880,22,135,110,114,"A","E",313,5,5,150,"N"
127,110,1,18,37,22,4,2020,403,55,796,316,239,"N","E",211,3,10,210,"N"
283,77,10,88,18,43,4,4677,1222,30,192,3,45,"A","E",233,15,1,275,"N"
399,85,0,61,88,14,4,6675,2095,9,106,705,708,"N","W",33,0,6,1300,"N"
299,144,1,107,66,61,6,2816,44,3,399,1659,459,"A","W",623,84,3,500,"A"
315,32,9,77,53,38,6,4405,587,177,828,16,76,"A","W",1222,292,3,NA,"A"
489,86,2,76,44,105,18,1053,357,58,978,39,99,"A","E",1378,83,2,NA,"N"
